messages,clean_text,label
Thanx 4 e brownie it's v nice...,thanx 4 e brownie v nice,ham
Geeeee ... I love you so much I can barely stand it,geeeee love much barely stand,ham
GENT! We are trying to contact you. Last weekends draw shows that you won a ï¿½1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent trying contact last weekend draw show 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,spam
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe miss already know let send money towards net need want crave,ham
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill call 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,ham
Oooh bed ridden ey? What are YOU thinking of?,oooh bed ridden ey thinking,ham
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",anyways go gym whatever love smile hope ok good day babe miss much already,ham
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love daddy make scream pleasure going slap as dick,ham
WOT U WANNA DO THEN MISSY?,wot wan na missy,ham
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee,ham
Do you know where my lab goggles went,know lab goggles went,ham
Can you open the door?,open door,ham
Waiting for your call.,waiting call,ham
Nope i waiting in sch 4 daddy... ,nope waiting sch 4 daddy,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1 000 cash 2 000 prize claim call09050000327,spam
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",tired arguing week week want,ham
ï¿½ï¿½ wait 4 me in sch i finish ard 5..,wait 4 sch finish ard 5,ham
"our mobile number has won ï¿½5000, to claim calls us back or ring the claims hot line on 09050005321.",mobile number 5000 claim call u back ring claim hot line 09050005321,spam
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage walkin unfortuntly snake bite bt love marriage dancing frnt snake amp sayin bite bite,ham
Huh so early.. Then ï¿½_ having dinner outside izzit?,huh early dinner outside izzit,ham
Ok anyway no need to change with what you said,ok anyway need change said,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow,spam
my ex-wife was not able to have kids. Do you want kids one day?,ex wife able kid want kid one day,ham
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,scotland hope showing jjc tendency take care live dream,ham
Tell them u have a headache and just want to use 1 hour of sick time.,tell headache want use 1 hour sick time,ham
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,ham
"\Pete can you please ring meive hardly gotany credit\""""",pete please ring meive hardly gotany credit,ham
Ya srsly better than yi tho,ya srsly better yi tho,ham
"I'm in a meeting, call me later at",meeting call later,ham
"For ur chance to win a ï¿½250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win 250 wkly shopping spree txt shop 80878 c www txt 2 shop com custcare 08715705022 1x150p wk,spam
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,specially selected receive 2000 pound award call 08712402050 line close cost 10ppm 16 c apply ag promo,spam
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,private 2003 account statement 07753741225 show 800 un redeemed point call 08715203677 identifier code 42478 expires 24 10 04,spam
You still at grand prix?,still grand prix,ham
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",met stranger choose friend long world stand friendship never end let friend forever gud nitz,ham
I am great! How are you?,great,ham
Gud mrng dear have a nice day,gud mrng dear nice day,ham
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement call freephone 0800 542 0825,spam
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,exhausted train morning much wine pie sleep well,ham
I'm going out to buy mum's present ar.,going buy mum present ar,ham
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,mind blastin tsunami occur rajnikant stopped swimming indian ocean,ham
If u sending her home first it's ok lor. I'm not ready yet.,sending home first ok lor ready yet,ham
Speaking of does he have any cash yet?,speaking cash yet,ham
Be happy there. I will come after noon,happy come noon,ham
Meet after lunch la...,meet lunch la,ham
TaKe CaRE n gET WeLL sOOn,take care n get well soon,ham
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,xclusive clubsaisai 2morow 28 5 soiree speciale zouk nichols paris free rose 2 lady info 07946746291 07880867867,spam
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,meant say cant wait see getting bored bridgwater banter,ham
Neva mind it's ok..,neva mind ok,ham
"It's fine, imma get a drink or somethin. Want me to come find you?",fine imma get drink somethin want come find,ham
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,22 day kick euro2004 kept date latest news result daily removed send get txt stop 83222,spam
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,valentine game send dis msg ur friend 5 answer someone really love ques colour suit best rply,ham
I have many dependents,many dependent,ham
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c soon c,ham
I called and said all to him:)then he have to choose this future.,called said choose future,ham
"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st,ham
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,ham
For my family happiness..,family happiness,ham
I come n pick ï¿½_ up... Come out immediately aft ur lesson...,come n pick come immediately aft ur lesson,ham
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,let snow let snow kind weather brings people together friendship grow,ham
Dear we got  &lt;#&gt;  dollars hi hi,dear got lt gt dollar hi hi,ham
Good words.... But words may leave u in dismay many times.,good word word may leave dismay many time,ham
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex know birthday fifteen minute far concerned,ham
"sorry, no, have got few things to do. may be in pub later.",sorry got thing may pub later,ham
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",nah straight bring bud drink something actually little useful straight cash,ham
"Haha good to hear, I'm officially paid and on the market for an 8th",haha good hear officially paid market 8th,ham
How many licks does it take to get to the center of a tootsie pop?,many lick take get center tootsie pop,ham
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,yup thk e teacher said make face look longer darren ask 2 cut short,ham
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693,spam
Todays Vodafone numbers ending with 4882 are selected to a receive a ï¿½350 award. If your number matches call 09064019014 to receive your ï¿½350 award.,today vodafone number ending 4882 selected receive 350 award number match call 09064019014 receive 350 award,spam
Please dont say like that. Hi hi hi,please dont say like hi hi hi,ham
Thank u!,thank,ham
Oh that was a forwarded message. I thought you send that to me,oh forwarded message thought send,ham
Got it. Seventeen pounds for seven hundred ml ï¿½ï¿½ï¿½ hope ok.,got seventeen pound seven hundred ml hope ok,ham
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",dear voucher holder 2 claim week offer pc go http www e tlp co uk expressoffer t c apply 2 stop text txt stop 80062,spam
Me n him so funny...,n funny,ham
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",sweetheart hope kind day one load reason smile biola,ham
When ï¿½_ login dat time... Dad fetching ï¿½_ home now?,login dat time dad fetching home,ham
"What will we do in the shower, baby?",shower baby,ham
I had askd u a question some hours before. Its answer,askd question hour answer,ham
